timestamp,halow_rssi_dbm,halow_noise_dbm,halow_tx_rate_mbps,halow_rx_rate_mbps,halow_tx_bytes,halow_rx_bytes,halow_retries,halow_drops
2025-12-03T22:34:43.410962,-32.0,-82.0,15.4,,322134,55266,,1
2025-12-03T22:34:46.304247,-32.0,-82.0,15.4,,322134,55266,,1
2025-12-03T22:34:49.276311,-32.0,-84.0,15.4,,322134,55266,,1
2025-12-03T22:34:52.230655,-32.0,-84.0,15.4,,322134,55266,,1
2025-12-03T22:34:55.090651,-32.0,-80.0,15.4,,322134,55266,,1
2025-12-03T22:34:58.510691,-32.0,-84.0,15.4,,322134,55266,,1
2025-12-03T22:35:01.461865,-32.0,-84.0,15.4,,322134,55266,,1
2025-12-03T22:35:04.422960,-32.0,-84.0,15.4,,322134,55266,,1
2025-12-03T22:35:07.293448,-32.0,-82.0,15.4,,322134,55266,,1
2025-12-03T22:35:10.864989,-32.0,-80.0,15.4,,322220,55266,,1
2025-12-03T22:35:13.752171,-33.0,-82.0,15.4,,322392,55266,,1
2025-12-03T22:35:16.710768,-33.0,-82.0,15.4,,322392,55266,,1
2025-12-03T22:35:19.582046,-32.0,-82.0,15.4,,322392,55356,,1
2025-12-03T22:35:23.296685,-32.0,-82.0,15.4,,322392,55356,,1
2025-12-03T22:35:26.234828,-33.0,-82.0,13.9,,322478,55398,,1
2025-12-03T22:35:29.316973,-33.0,-82.0,13.9,,322478,55398,,1
2025-12-03T22:35:32.290343,-33.0,-80.0,13.9,,322478,55398,,1
2025-12-03T22:35:35.851797,-33.0,-80.0,13.9,,322792,55562,,1
2025-12-03T22:35:38.841168,-32.0,-82.0,13.9,,322792,55562,,1
2025-12-03T22:35:41.803121,-32.0,-82.0,15.4,,323136,55604,,1
2025-12-03T22:35:44.782970,-35.0,-82.0,15.4,,323136,55604,,1
2025-12-03T22:35:48.138334,-35.0,-82.0,15.4,,323136,55604,,1
2025-12-03T22:35:51.126792,-33.0,-84.0,15.4,,323136,55694,,1
2025-12-03T22:35:54.102435,-33.0,-82.0,15.4,,323136,55694,,1
2025-12-03T22:35:57.067515,-33.0,-80.0,15.4,,323136,55694,,1
2025-12-03T22:36:00.037453,-33.0,-82.0,15.4,,323136,55694,,1
2025-12-03T22:36:03.216309,-33.0,-80.0,15.4,,323136,55694,,1
2025-12-03T22:36:06.286935,-33.0,-82.0,15.4,,323450,55858,,1
2025-12-03T22:36:09.256843,-32.0,-82.0,15.4,,323536,55858,,1
2025-12-03T22:36:12.316012,-33.0,-82.0,15.4,,323880,55942,,1
2025-12-03T22:36:15.558521,-33.0,-84.0,15.4,,323880,55942,,1
2025-12-03T22:36:18.639507,-33.0,-82.0,15.4,,323880,55942,,1
2025-12-03T22:36:21.541533,-34.0,-82.0,13.9,,324138,55942,,1
2025-12-03T22:36:24.525768,-34.0,-80.0,13.9,,324138,55942,,1
2025-12-03T22:36:28.182303,-34.0,-80.0,13.9,,324138,55942,,1
2025-12-03T22:36:31.120425,-34.0,-82.0,13.9,,324138,55942,,1
2025-12-03T22:36:33.969454,-34.0,-84.0,13.9,,324138,55942,,1
2025-12-03T22:36:36.899200,-34.0,-80.0,13.9,,324138,55942,,1
2025-12-03T22:36:40.277642,-34.0,-82.0,13.9,,324138,55942,,1
2025-12-03T22:36:43.243500,-34.0,-82.0,13.9,,324138,55942,,1
2025-12-03T22:36:46.111468,-34.0,-82.0,13.9,,324138,55942,,1
2025-12-03T22:36:49.099645,-32.0,-80.0,15.4,,324310,55942,,1
2025-12-03T22:36:52.603782,-34.0,-80.0,15.4,,324396,55942,,1
2025-12-03T22:36:55.430600,-34.0,-82.0,15.4,,324396,55942,,1
2025-12-03T22:36:58.357369,-34.0,-84.0,15.4,,324396,55942,,1
2025-12-03T22:37:01.261228,-34.0,-82.0,15.4,,324396,55942,,1
2025-12-03T22:37:04.284100,-34.0,-82.0,15.4,,324396,55942,,1
2025-12-03T22:37:07.511473,-34.0,-84.0,15.4,,324396,55942,,1
2025-12-03T22:37:10.368820,-34.0,-82.0,15.4,,324396,55942,,1
2025-12-03T22:37:13.241280,-34.0,-82.0,15.4,,324396,55942,,1
2025-12-03T22:37:16.119621,-34.0,-80.0,15.4,,324396,55942,,1
2025-12-03T22:37:19.840437,-34.0,-82.0,15.4,,324396,55942,,1
2025-12-03T22:37:22.770259,-32.0,-82.0,15.4,,324482,55942,,1
2025-12-03T22:37:25.618010,-32.0,-82.0,13.9,,324654,55942,,1
2025-12-03T22:37:28.600646,-32.0,-80.0,13.9,,324654,55942,,1
2025-12-03T22:37:32.179331,-32.0,-84.0,13.9,,324654,55942,,1
2025-12-03T22:37:35.032905,-32.0,-80.0,13.9,,324654,55942,,1
2025-12-03T22:37:37.921143,-32.0,-84.0,13.9,,324654,55942,,1
2025-12-03T22:37:40.917405,-32.0,-80.0,13.9,,324654,55942,,1
2025-12-03T22:37:44.678399,-32.0,-80.0,13.9,,324654,55942,,1
2025-12-03T22:37:47.657894,-32.0,-84.0,13.9,,324654,55942,,1
2025-12-03T22:37:50.491009,-32.0,-82.0,13.9,,324654,55942,,1
2025-12-03T22:37:53.377536,-32.0,-82.0,12.5,,324912,55942,,1
