timestamp,uptime_seconds,elapsed_seconds,total_devices,active_clients,connected_devices,successful_publishes,failed_publishes,failed_devices,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,messages_per_second,bandwidth_mbps,avg_send_rate_per_device,avg_messages_per_device
2025-12-05T19:32:24.159240+00:00,30.03,30.029964,400,400,400,2400,0,0,21.9199,15.9077,57.8925,66.1276,79.9202,0.100184,0.19980043932120597,6.0
2025-12-05T19:32:54.160261+00:00,60.03,60.030985,400,400,400,4800,0,0,22.2825,18.3057,49.0302,65.6729,79.9587,0.100399,0.19989676997637137,12.0
2025-12-05T19:33:24.161448+00:00,90.03,90.032172,400,400,400,7200,0,0,23.7777,21.2317,54.9637,69.1014,79.9714,0.100586,0.19992853221401788,18.0
2025-12-05T19:33:54.165754+00:00,120.04,120.036478,400,400,400,9600,0,0,27.2186,24.9498,63.4748,101.6947,79.9757,0.100656,0.19993922180889048,24.0
2025-12-05T19:34:24.167880+00:00,150.04,150.038604,400,400,400,12000,0,0,25.7798,24.4978,58.1284,92.3261,79.9794,0.100703,0.1999485412434256,30.0
2025-12-05T19:34:54.160289+00:00,180.03,180.031013,400,400,400,14400,0,0,24.4277,22.6487,56.1263,90.6479,79.9862,0.100734,0.1999655470471635,36.0
