timestamp,uptime_seconds,elapsed_seconds,total_devices,active_clients,connected_devices,successful_publishes,failed_publishes,failed_devices,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,messages_per_second,bandwidth_mbps,avg_send_rate_per_device,avg_messages_per_device
2025-12-05T20:38:56.701966+00:00,30.03,30.030497,400,400,400,2400,0,0,19.4435,15.4234,42.0464,59.3677,79.9188,0.100217,0.19979689313833202,6.0
2025-12-05T20:39:32.211713+00:00,65.54,65.540244,400,400,400,5217,0,0,19.2708,14.4843,42.8403,61.566,79.5999,0.100009,0.1989998694542547,13.0425
2025-12-05T20:40:02.233969+00:00,95.56,95.5625,400,400,400,7607,0,0,21.0176,18.3974,45.3767,61.6491,79.6024,0.100137,0.19900588620013082,19.0175
2025-12-05T20:40:32.266514+00:00,125.6,125.595045,400,400,400,10000,0,0,22.2586,20.7089,46.4368,62.031,79.621,0.100234,0.19905243873275413,25.0
2025-12-05T20:41:08.211768+00:00,161.54,161.540299,400,400,400,12991,0,0,22.1954,20.541,45.8023,61.4602,80.4196,0.101285,0.20104890359278088,32.4775
2025-12-05T20:41:44.212331+00:00,197.54,197.540862,400,400,400,16000,0,0,21.4674,18.9771,44.9896,60.6869,80.9959,0.102048,0.2024897512090435,40.0
2025-12-05T20:42:14.247329+00:00,227.58,227.57586,400,400,400,18364,0,0,21.4564,18.9654,44.3976,61.0837,80.694,0.101681,0.20173492917921962,45.91
2025-12-05T20:42:44.305481+00:00,257.63,257.634012,400,400,400,20764,0,0,21.3018,18.7777,43.6177,60.6247,80.5949,0.101573,0.20148737193907457,51.91
2025-12-05T20:43:20.214511+00:00,293.54,293.543042,400,400,400,23600,0,0,21.1673,18.1178,43.4278,61.6621,80.3971,0.101341,0.20099267077841346,59.0
2025-12-05T20:43:50.249944+00:00,323.58,323.578475,400,400,400,26000,0,0,21.1142,18.1605,43.2422,60.8804,80.3515,0.101292,0.20087862766520548,65.0
2025-12-05T20:44:20.309471+00:00,353.64,353.638002,400,400,400,28400,0,0,20.7803,17.7402,42.9626,60.2053,80.3081,0.101241,0.20077027807661918,71.0
2025-12-05T20:44:56.215802+00:00,389.54,389.544333,400,400,400,31200,0,0,20.6011,17.6281,42.7789,59.4999,80.0936,0.100979,0.20023394872490677,78.0
2025-12-05T20:45:32.214036+00:00,425.54,425.542567,400,400,400,34000,0,0,20.6335,17.5953,43.034,59.5228,79.898,0.100739,0.1997449998932774,85.0
2025-12-05T20:46:02.286871+00:00,455.62,455.615402,400,400,400,36400,0,0,20.8903,17.7982,43.8745,60.3734,79.8919,0.100734,0.19972985900068407,91.0
2025-12-05T20:46:32.328511+00:00,485.66,485.657042,400,400,400,38800,0,0,20.7852,17.7128,43.6337,59.8653,79.8918,0.100739,0.19972942140515695,97.0
