timestamp,uptime_seconds,elapsed_seconds,total_devices,active_clients,connected_devices,successful_publishes,failed_publishes,failed_devices,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,messages_per_second,bandwidth_mbps,avg_send_rate_per_device,avg_messages_per_device
2025-12-04T03:35:27.382002+00:00,42.36,42.355505,400,400,400,2400,0,0,7.5178,3.9348,25.4499,52.297,56.6632,0.071049,0.1416580914334512,6.0
2025-12-04T03:35:57.383964+00:00,72.36,72.357467,400,400,400,4800,0,0,5.8064,3.7845,19.2016,42.821,66.3373,0.0833,0.16584328470204743,12.0
2025-12-04T03:36:27.387420+00:00,102.36,102.360923,400,400,400,7200,0,0,6.2104,3.9898,19.7289,43.603,70.3393,0.088469,0.17584835572457666,18.0
2025-12-04T03:36:57.389660+00:00,132.36,132.363163,400,400,400,9600,0,0,5.9444,4.0645,17.8747,37.8654,72.5277,0.091285,0.18131932975944373,24.0
2025-12-04T03:37:27.392208+00:00,162.37,162.365711,400,400,400,12000,0,0,5.6123,4.0375,15.3188,33.8553,73.9072,0.093069,0.1847680758162048,30.0
2025-12-04T03:37:57.382441+00:00,192.36,192.355944,400,400,400,14400,0,0,5.3999,4.0065,13.2491,31.6214,74.8612,0.094302,0.187153041654902,36.0
