timestamp,halow_rssi_dbm,halow_noise_dbm,halow_tx_rate_mbps,halow_rx_rate_mbps,halow_tx_bytes,halow_rx_bytes,halow_retries,halow_drops,halow_channel_active_ms,halow_channel_busy_ms,halow_channel_busy_pct
2025-12-06T13:36:52.663160,-24.0,-84.0,13.9,,4236526,452896,,2,,,
2025-12-06T13:36:55.959317,-24.0,-82.0,13.9,,4236526,452896,,2,,,
2025-12-06T13:36:59.085089,-23.0,-84.0,13.9,,4236784,452896,,2,,,
2025-12-06T13:37:02.173719,-23.0,-82.0,13.9,,4236784,452896,,2,,,
2025-12-06T13:37:05.876553,-23.0,-84.0,13.9,,4236784,452896,,2,,,
2025-12-06T13:37:08.958645,-23.0,-80.0,13.9,,4236784,452896,,2,,,
2025-12-06T13:37:12.018695,-23.0,-80.0,13.9,,4236784,452896,,2,,,
2025-12-06T13:37:15.127609,-23.0,-82.0,13.9,,4236784,452896,,2,,,
2025-12-06T13:37:18.872873,-23.0,-84.0,13.9,,4236956,452896,,2,,,
2025-12-06T13:37:22.002918,-21.0,-84.0,13.9,,4237042,452896,,2,,,
2025-12-06T13:37:25.063904,-21.0,-82.0,13.9,,4237042,452896,,2,,,
2025-12-06T13:37:28.143732,-21.0,-82.0,13.9,,4237042,452896,,2,,,
2025-12-06T13:37:31.975056,-21.0,-82.0,13.9,,4237042,452896,,2,,,
2025-12-06T13:37:34.982731,-21.0,-84.0,13.9,,4237042,452896,,2,,,
2025-12-06T13:37:38.021188,-21.0,-82.0,13.9,,4237042,452896,,2,,,
2025-12-06T13:37:41.072651,-21.0,-80.0,13.9,,4237042,452896,,2,,,
2025-12-06T13:37:44.865383,-21.0,-82.0,13.9,,4237042,452896,,2,,,
2025-12-06T13:37:47.886413,-21.0,-82.0,13.9,,4237042,452896,,2,,,
