timestamp,uptime_seconds,elapsed_seconds,total_devices,active_clients,connected_devices,successful_publishes,failed_publishes,failed_devices,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,messages_per_second,bandwidth_mbps,avg_send_rate_per_device,avg_messages_per_device
2025-12-04T02:04:37.873840+00:00,42.39,42.385031,400,400,400,2400,0,0,7.1808,4.37,21.1493,45.3893,56.6238,0.070977,0.14155941044374842,6.0
2025-12-04T02:05:07.875381+00:00,72.39,72.386572,400,400,400,4800,0,0,12.1273,5.9567,50.971,80.0165,66.3106,0.083265,0.16577660287601406,12.0
2025-12-04T02:05:37.877782+00:00,102.39,102.388973,400,400,400,7200,0,0,10.4328,6.1774,39.6607,74.9003,70.3201,0.088437,0.17580018113864665,18.0
2025-12-04T02:06:07.884132+00:00,132.4,132.395323,400,400,400,9600,0,0,9.6471,5.9836,30.2872,71.6052,72.5101,0.09127,0.18127528568361892,24.0
2025-12-04T02:06:37.890026+00:00,162.4,162.401217,400,400,400,12000,0,0,10.0496,5.982,37.8625,71.4925,73.8911,0.093055,0.18472767971929666,30.0
2025-12-04T02:07:07.875411+00:00,192.39,192.386602,400,400,400,14400,0,0,10.4107,5.794,40.7357,80.0362,74.8493,0.094289,0.18712321765525022,36.0
