timestamp,halow_rssi_dbm,halow_noise_dbm,halow_tx_rate_mbps,halow_rx_rate_mbps,halow_tx_bytes,halow_rx_bytes,halow_retries,halow_drops
2025-12-05T14:09:00.094787,-26.0,-80.0,12.3,,2717166,304478,,2
2025-12-05T14:09:03.109743,-27.0,-82.0,12.3,,2717252,304478,,2
2025-12-05T14:09:06.135036,-27.0,-82.0,12.3,,2717424,304478,,2
2025-12-05T14:09:09.142223,-27.0,-80.0,12.3,,2717424,304478,,2
2025-12-05T14:09:12.279382,-27.0,-80.0,12.3,,2717424,304478,,2
2025-12-05T14:09:15.350332,-27.0,-82.0,12.3,,2717424,304478,,2
2025-12-05T14:09:18.327500,-27.0,-84.0,12.3,,2717424,304478,,2
2025-12-05T14:09:21.410695,-27.0,-84.0,12.3,,2717424,304478,,2
2025-12-05T14:09:24.380068,-27.0,-80.0,12.3,,2717510,304478,,2
2025-12-05T14:09:27.683522,-30.0,-82.0,12.3,,2717682,304478,,2
2025-12-05T14:09:30.606619,-30.0,-80.0,12.3,,2717768,304478,,2
2025-12-05T14:09:35.021856,-28.0,-82.0,8.3,,2717940,304478,,2
2025-12-05T14:09:38.640367,-28.0,-82.0,8.3,,2717940,304478,,2
2025-12-05T14:09:41.571347,-28.0,-82.0,8.3,,2717940,304478,,2
2025-12-05T14:09:44.546347,-28.0,-82.0,8.3,,2717940,304478,,2
2025-12-05T14:09:47.512360,-28.0,-82.0,8.3,,2717940,304478,,2
2025-12-05T14:09:50.638047,-28.0,-82.0,8.3,,2717940,304478,,2
2025-12-05T14:09:53.569808,-31.0,-82.0,11.1,,2718198,304478,,2
2025-12-05T14:09:56.490631,-31.0,-84.0,13.9,,2718456,304478,,2
2025-12-05T14:09:59.392568,-31.0,-84.0,13.9,,2718456,304478,,2
2025-12-05T14:10:02.272222,-31.0,-78.0,13.9,,2718456,304478,,2
2025-12-05T14:10:05.703867,-31.0,-82.0,13.9,,2718456,304478,,2
2025-12-05T14:10:08.729151,-27.0,-82.0,13.9,,2718456,304492,,2
2025-12-05T14:10:11.661862,-26.0,-82.0,13.9,,2718542,304492,,2
2025-12-05T14:10:14.561372,-28.0,-82.0,13.9,,2718714,304492,,2
2025-12-05T14:10:18.074542,-28.0,-82.0,13.9,,2718714,304492,,2
2025-12-05T14:10:21.205551,-28.0,-80.0,13.9,,2718714,304492,,2
2025-12-05T14:10:24.163491,-28.0,-82.0,13.9,,2718714,304492,,2
2025-12-05T14:10:27.170649,-28.0,-80.0,13.9,,2718714,304492,,2
2025-12-05T14:10:30.774671,-28.0,-82.0,13.9,,2718714,304492,,2
2025-12-05T14:10:33.736206,-28.0,-80.0,13.9,,2718886,304492,,2
2025-12-05T14:10:36.669275,-28.0,-84.0,15.4,,2718972,304492,,2
2025-12-05T14:10:39.833578,-28.0,-84.0,15.4,,2718972,304492,,2
2025-12-05T14:10:43.515685,-28.0,-82.0,15.4,,2718972,304492,,2
2025-12-05T14:10:46.490384,-28.0,-82.0,15.4,,2718972,304492,,2
2025-12-05T14:10:49.509937,-28.0,-82.0,15.4,,2718972,304492,,2
2025-12-05T14:10:52.666450,-28.0,-82.0,15.4,,2718972,304492,,2
2025-12-05T14:10:56.659225,-26.0,-84.0,15.4,,2719230,304492,,2
2025-12-05T14:10:59.734403,-25.0,-82.0,15.4,,2719230,304492,,2
2025-12-05T14:11:02.664832,-25.0,-80.0,15.4,,2719230,304492,,2
2025-12-05T14:11:05.619401,-25.0,-80.0,15.4,,2719230,304492,,2
2025-12-05T14:11:09.291818,-25.0,-80.0,15.4,,2719230,304492,,2
2025-12-05T14:11:12.527987,-25.0,-82.0,15.4,,2719230,304492,,2
2025-12-05T14:11:15.533557,-30.0,-82.0,15.4,,2719402,304492,,2
2025-12-05T14:11:18.714934,-29.0,-80.0,15.4,,2719488,304492,,2
2025-12-05T14:11:22.273841,-29.0,-82.0,15.4,,2719488,304492,,2
2025-12-05T14:11:25.561194,-29.0,-80.0,15.4,,2719488,304492,,2
2025-12-05T14:11:29.029413,-29.0,-82.0,15.4,,2719488,304492,,2
2025-12-05T14:11:31.990155,-29.0,-84.0,15.4,,2719488,304492,,2
