timestamp,uptime_seconds,elapsed_seconds,total_devices,active_clients,connected_devices,successful_publishes,failed_publishes,failed_devices,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,messages_per_second,bandwidth_mbps,avg_send_rate_per_device,avg_messages_per_device
2025-12-05T20:17:48.066809+00:00,30.03,30.028975,200,200,200,1200,0,0,26.0957,23.7798,59.9273,69.5721,39.9614,0.382239,0.19980701972012033,6.0
2025-12-05T20:18:18.068496+00:00,60.03,60.030662,200,200,200,2400,0,0,26.4303,24.4202,59.8497,70.5256,39.9796,0.382505,0.19989784553766873,12.0
2025-12-05T20:18:48.070601+00:00,90.03,90.032767,200,200,200,3600,0,0,26.7056,23.7709,59.8562,94.9618,39.9854,0.382634,0.19992721094532173,18.0
2025-12-05T20:19:18.074161+00:00,120.04,120.036327,200,200,200,4800,0,0,27.2452,24.6513,59.9057,92.7065,39.9879,0.382703,0.19993947332293832,24.0
2025-12-05T20:19:48.078191+00:00,150.04,150.040357,200,200,200,6000,0,0,25.3123,22.9293,57.5812,73.4232,39.9892,0.382744,0.19994620513999442,30.0
2025-12-05T20:20:18.067276+00:00,180.03,180.029442,200,200,200,7200,0,0,24.0722,21.289,55.4811,71.0589,39.9935,0.382805,0.19996729201660252,36.0
