timestamp,uptime_seconds,elapsed_seconds,total_devices,active_clients,connected_devices,successful_publishes,failed_publishes,failed_devices,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,messages_per_second,bandwidth_mbps,avg_send_rate_per_device,avg_messages_per_device
2025-12-05T20:38:56.700582+00:00,30.03,30.029237,400,400,400,2400,0,0,19.5262,16.15,40.978,57.5438,79.9221,0.100184,0.19980527643775964,6.0
2025-12-05T20:39:32.212642+00:00,65.54,65.541297,400,400,400,5217,0,0,18.9432,15.4094,39.9293,59.937,79.5987,0.100026,0.19899667228129467,13.0425
2025-12-05T20:40:02.245800+00:00,95.57,95.574455,400,400,400,7613,0,0,20.0507,17.2244,41.224,59.6114,79.6552,0.100225,0.19913793910726457,19.0325
2025-12-05T20:40:32.288256+00:00,125.62,125.616911,400,400,400,10001,0,0,21.5618,19.4718,44.1577,62.9417,79.6151,0.100242,0.19903769166875945,25.0025
2025-12-05T20:41:08.212223+00:00,161.54,161.540878,400,400,400,12963,0,0,21.7197,19.0887,45.0327,61.9289,80.2459,0.101083,0.20061485613567115,32.4075
2025-12-05T20:41:44.213237+00:00,197.54,197.541892,400,400,400,15953,0,0,21.1208,17.9155,44.6568,61.9456,80.7576,0.101758,0.20189388486772214,39.8825
2025-12-05T20:42:14.280164+00:00,227.61,227.608819,400,400,400,18353,0,0,21.2244,18.2795,44.6321,60.1963,80.634,0.10162,0.20158489553078343,45.8825
2025-12-05T20:42:44.332230+00:00,257.66,257.660885,400,400,400,20753,0,0,21.2248,18.415,44.5077,59.1902,80.5439,0.101515,0.20135962817949646,51.8825
2025-12-05T20:43:20.213772+00:00,293.54,293.542427,400,400,400,23600,0,0,20.9941,18.0753,44.2146,58.0902,80.3972,0.101344,0.20099309187765219,59.0
2025-12-05T20:43:50.243132+00:00,323.57,323.571787,400,400,400,26000,0,0,21.1172,18.1906,44.1952,59.5413,80.3531,0.101303,0.20088277968437343,65.0
2025-12-05T20:44:20.289305+00:00,353.62,353.61796,400,400,400,28400,0,0,20.769,17.5858,43.7529,58.5699,80.3127,0.101256,0.20078165713076337,71.0
2025-12-05T20:44:56.213752+00:00,389.54,389.542407,400,400,400,31200,0,0,20.6528,17.3967,43.5592,57.4703,80.094,0.100982,0.2002349387341543,78.0
2025-12-05T20:45:32.213211+00:00,425.54,425.541866,400,400,400,34000,0,0,20.5941,17.1796,43.8187,58.105,79.8981,0.100743,0.1997453289355083,85.0
2025-12-05T20:46:02.270157+00:00,455.6,455.598812,400,400,400,36400,0,0,20.7507,17.3569,44.3812,58.8527,79.8949,0.100748,0.19973713188699008,91.0
2025-12-05T20:46:32.312541+00:00,485.64,485.641196,400,400,400,38800,0,0,20.6771,17.5254,44.0903,58.1035,79.8944,0.100754,0.19973593838196546,97.0
2025-12-05T20:47:08.213408+00:00,521.54,521.542063,400,400,400,41603,0,0,20.4687,17.2369,43.6586,57.3537,79.7692,0.100636,0.19942303292227456,104.0075
2025-12-05T20:47:44.216790+00:00,557.55,557.545445,400,400,400,44426,0,0,20.3907,17.0807,43.3835,57.0684,79.6814,0.100565,0.19920349273053428,111.065
2025-12-05T20:48:14.261615+00:00,587.59,587.59027,400,400,400,46826,0,0,20.3995,16.9991,43.4181,58.019,79.6916,0.100608,0.19922896272601653,117.065
2025-12-05T20:48:44.315915+00:00,617.64,617.64457,400,400,400,49225,0,0,20.3991,16.9639,43.4703,58.8612,79.6979,0.100646,0.19924485048091653,123.0625
2025-12-05T20:49:20.214036+00:00,653.54,653.542691,400,400,400,52095,0,0,20.5771,17.197,43.7341,59.8743,79.7117,0.10069,0.19927925412297207,130.2375
2025-12-05T20:49:50.284991+00:00,683.61,683.613646,400,400,400,54489,0,0,21.1255,17.7127,45.0409,62.9982,79.7073,0.10071,0.1992682574390857,136.2225
2025-12-05T20:50:20.305653+00:00,713.63,713.634308,400,400,400,56844,0,0,21.2708,17.915,45.1908,63.472,79.6542,0.100664,0.19913560545914785,142.11
2025-12-05T20:50:56.213404+00:00,749.54,749.542059,400,400,400,59750,0,0,21.2181,17.939,44.9393,63.1727,79.7153,0.100763,0.19928834974155865,149.375
2025-12-05T20:51:32.211261+00:00,785.54,785.539916,400,400,400,62730,0,0,21.0258,17.5967,44.6926,63.0932,79.8559,0.100962,0.1996397596172567,156.825
2025-12-05T20:52:02.317535+00:00,815.65,815.64619,400,400,400,65115,0,0,20.9883,17.5488,44.5287,62.9873,79.8324,0.100948,0.19958102176631265,162.7875
2025-12-05T20:52:32.368787+00:00,845.7,845.697442,400,400,400,67515,0,0,20.8557,17.3687,44.3359,62.7295,79.8335,0.100966,0.1995837892105153,168.7875
2025-12-05T20:53:08.214174+00:00,881.54,881.542829,400,400,400,70400,0,0,20.7365,17.2027,44.0724,62.3215,79.86,0.101013,0.1996499707219557,176.0
2025-12-05T20:53:44.214715+00:00,917.54,917.54337,400,400,400,73203,0,0,20.5896,17.0397,43.7405,61.9287,79.7815,0.100929,0.19945378712725045,183.0075
2025-12-05T20:54:14.291700+00:00,947.62,947.620355,400,400,400,75603,0,0,20.4273,16.7447,43.5351,61.6001,79.782,0.100939,0.19945487557620056,189.0075
2025-12-05T20:54:44.369743+00:00,977.7,977.698398,400,400,400,78003,0,0,20.2925,16.5443,43.3488,61.1172,79.7823,0.100952,0.19945568121918925,195.0075
2025-12-05T20:55:14.425860+00:00,1007.75,1007.754515,400,400,400,80403,0,0,20.1882,16.4066,43.045,60.6416,79.7843,0.100965,0.19946077840197024,201.0075
2025-12-05T20:55:44.484089+00:00,1037.81,1037.812744,400,400,400,82802,0,0,20.0891,16.276,42.9107,60.2964,79.7851,0.100975,0.19946276551022965,207.005
2025-12-05T20:56:20.214243+00:00,1073.54,1073.542898,400,400,400,85617,0,0,19.962,16.1454,42.732,60.0002,79.7518,0.100943,0.19937955008482577,214.0425
2025-12-05T20:56:50.315864+00:00,1103.64,1103.644519,400,400,400,88017,0,0,19.853,16.0104,42.5652,59.8289,79.7512,0.10095,0.19937805716588713,220.0425
2025-12-05T20:57:20.397579+00:00,1133.73,1133.726234,400,400,400,90417,0,0,19.7819,15.9105,42.4973,59.3967,79.7521,0.100959,0.19938014418390884,226.0425
2025-12-05T20:57:56.214304+00:00,1169.54,1169.542959,400,400,400,93237,0,0,19.761,15.9505,42.3944,59.0781,79.7209,0.10093,0.19930221306218815,233.0925
2025-12-05T20:58:26.321761+00:00,1199.65,1199.650416,400,400,400,95637,0,0,19.7795,16.0275,42.4036,58.9564,79.7207,0.100939,0.19930181060346502,239.0925
2025-12-05T20:58:56.371882+00:00,1229.7,1229.700537,400,400,400,98037,0,0,19.7833,15.9988,42.3966,59.3801,79.7243,0.100949,0.19931072047665538,245.0925
2025-12-05T20:59:26.442456+00:00,1259.77,1259.771111,400,400,400,100437,0,0,19.8051,15.9977,42.432,59.3905,79.7264,0.100958,0.19931596923244574,251.0925
2025-12-05T20:59:56.525887+00:00,1289.85,1289.854542,400,400,400,102837,0,0,19.9471,16.0617,42.9384,60.9043,79.7276,0.100966,0.19931898646599486,257.0925
2025-12-05T21:00:26.614137+00:00,1319.94,1319.942792,400,400,400,105236,0,0,19.967,16.0423,43.0339,61.2441,79.7277,0.100973,0.19931924443586038,263.09
2025-12-05T21:00:56.676027+00:00,1350.0,1350.004682,400,400,400,107634,0,0,20.0205,16.0617,43.1868,61.7569,79.7286,0.10098,0.19932153094562377,269.085
2025-12-05T21:01:26.750697+00:00,1380.08,1380.079352,400,400,400,110034,0,0,20.1218,16.1162,43.7265,62.3558,79.7302,0.100986,0.19932549501689814,275.085
2025-12-05T21:01:56.798131+00:00,1410.13,1410.126786,400,400,400,112434,0,0,20.3116,16.2038,44.451,64.0508,79.7333,0.100997,0.19933313996348695,281.085
2025-12-05T21:02:26.903751+00:00,1440.23,1440.232406,400,400,400,114834,0,0,20.2342,16.0951,44.2996,63.6634,79.733,0.101002,0.19933241246621414,287.085
2025-12-05T21:02:56.939089+00:00,1470.27,1470.267744,400,400,400,117234,0,0,20.083,15.8749,44.0933,63.4102,79.7365,0.101011,0.19934124325045385,293.085
2025-12-05T21:03:27.044509+00:00,1500.37,1500.373164,400,400,400,119634,0,0,19.9255,15.6333,43.9318,63.231,79.7362,0.101014,0.19934040889043786,299.085
2025-12-05T21:03:57.108755+00:00,1530.44,1530.43741,400,400,400,122034,0,0,19.8241,15.502,43.7826,63.0853,79.738,0.10102,0.199344970272257,305.085
2025-12-05T21:04:27.193008+00:00,1560.52,1560.521663,400,400,400,124434,0,0,19.6642,15.2928,43.6115,62.8468,79.7387,0.101026,0.19934680009629574,311.085
2025-12-05T21:04:57.269952+00:00,1590.6,1590.598607,400,400,400,126834,0,0,19.5552,15.1467,43.5213,62.7242,79.7398,0.101032,0.1993494767344531,317.085
2025-12-05T21:05:27.338221+00:00,1620.67,1620.666876,400,400,400,129234,0,0,19.5025,15.0772,43.4463,62.5197,79.7412,0.101037,0.1993531211037104,323.085
2025-12-05T21:05:57.414374+00:00,1650.74,1650.743029,400,400,400,131634,0,0,19.4647,15.0171,43.3898,62.5857,79.7423,0.101044,0.19935568057455658,329.085
2025-12-05T21:06:27.530662+00:00,1680.86,1680.859317,400,400,400,134034,0,0,19.4435,14.9753,43.353,62.4978,79.7414,0.101046,0.1993533882407602,335.085
2025-12-05T21:06:57.658546+00:00,1710.99,1710.987201,400,400,400,136434,0,0,19.4144,14.9146,43.3886,62.3611,79.7399,0.101047,0.19934982552800523,341.085
2025-12-05T21:07:27.721334+00:00,1741.05,1741.049989,400,400,400,138834,0,0,19.4509,14.9317,43.4747,62.5392,79.7415,0.101052,0.1993538394606084,347.085
2025-12-05T21:07:57.829959+00:00,1771.16,1771.158614,400,400,400,141234,0,0,19.3547,14.8041,43.3403,62.3773,79.741,0.101055,0.1993525578167106,353.085
2025-12-05T21:08:26.702955+00:00,1800.03,1800.03161,400,400,400,143455,0,0,19.2721,14.7022,43.1867,62.2322,79.6958,0.100999,0.19923955668756285,358.6375
