timestamp,uptime_seconds,elapsed_seconds,total_devices,active_clients,connected_devices,successful_publishes,failed_publishes,failed_devices,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,messages_per_second,bandwidth_mbps,avg_send_rate_per_device,avg_messages_per_device
2025-10-22T22:12:07.600247+00:00,30.08,30.077961,500,500,500,14670,0,0,18.3461,7.1345,82.7029,144.2194,487.7325,0.613987,0.9754650589513033,29.34
2025-10-22T22:12:37.603051+00:00,60.08,60.080765,500,500,500,29660,0,0,11.0124,3.4711,47.2899,132.9313,493.6688,0.622166,0.987337627941322,59.32
2025-10-22T22:13:07.609186+00:00,90.09,90.0869,500,500,500,44387,0,0,9.8086,3.4933,38.307,108.3893,492.7131,0.621181,0.9854262939450685,88.774
2025-10-22T22:13:37.619486+00:00,120.1,120.0972,500,500,500,59351,0,0,8.2383,3.0084,31.8175,97.2659,494.1914,0.623799,0.9883827433112513,118.702
2025-10-22T22:14:07.631224+00:00,150.11,150.108938,500,500,500,74171,0,0,7.5613,2.9007,29.0746,82.6249,494.1145,0.624446,0.9882289620888531,148.342
2025-10-22T22:14:37.648932+00:00,180.13,180.126646,500,500,500,89135,0,0,6.9419,2.824,25.7813,74.2383,494.8463,0.625861,0.9896925522057408,178.27
2025-10-22T22:15:07.708591+00:00,210.19,210.186305,500,500,500,104134,0,0,6.8,2.8382,25.3492,70.0629,495.4367,0.626945,0.9908733111798126,208.268
2025-10-22T22:15:37.729601+00:00,240.21,240.207315,500,500,500,118991,0,0,6.4972,2.7758,24.0471,66.1325,495.3679,0.627127,0.9907358566494946,237.982
2025-10-22T22:16:07.767465+00:00,270.25,270.245179,500,500,500,133804,0,0,6.3523,2.7542,23.1248,64.0693,495.1208,0.627014,0.9902415317462517,267.608
2025-10-22T22:16:37.806821+00:00,300.28,300.284535,500,500,500,148767,0,0,6.261,2.766,22.3386,60.7709,495.4201,0.627554,0.9908402375766704,297.534
2025-10-22T22:17:07.839453+00:00,330.32,330.317167,500,500,500,163748,0,0,6.1421,2.7529,21.6959,59.2564,495.7296,0.628068,0.9914592177402636,327.496
2025-10-22T22:17:37.875835+00:00,360.35,360.353549,500,500,500,178715,0,0,5.8966,2.6688,20.7928,57.1063,495.9435,0.628445,0.9918869981768933,357.43
2025-10-22T22:18:07.916732+00:00,390.39,390.394446,500,500,500,193590,0,0,5.7939,2.6338,20.5535,55.9759,495.8831,0.628463,0.9917661584765475,387.18
2025-10-22T22:18:38.002753+00:00,420.48,420.480467,500,500,500,208457,0,0,5.6212,2.5846,19.7643,54.2023,495.7591,0.628389,0.9915181149187604,416.914
2025-10-22T22:19:08.074083+00:00,450.55,450.551797,500,500,500,223396,0,0,5.6208,2.5959,19.8553,52.3939,495.8276,0.628549,0.991655128167206,446.792
2025-10-22T22:19:38.139753+00:00,480.62,480.617467,500,500,500,238344,0,0,5.4665,2.5592,19.0649,50.3223,495.9121,0.628714,0.9918241277735336,476.688
2025-10-22T22:20:08.210273+00:00,510.69,510.687987,500,500,500,253326,0,0,5.4805,2.5727,18.9768,50.5713,496.0485,0.628938,0.9920969611529162,506.652
2025-10-22T22:20:38.280714+00:00,540.76,540.758428,500,500,500,268098,0,0,5.5626,2.5828,19.2448,54.2775,495.7815,0.628644,0.9915629091221487,536.196
2025-10-22T22:21:08.362215+00:00,570.84,570.839929,500,500,500,283072,0,0,5.5033,2.594,18.6985,52.7872,495.8868,0.628817,0.9917736500874662,566.144
2025-10-22T22:21:37.600288+00:00,600.08,600.078002,500,500,500,297581,0,0,5.4187,2.578,18.2605,51.2821,495.9039,0.628871,0.9918077283559548,595.162
