timestamp,uptime_seconds,total_devices,active_clients,successful_publishes,failed_publishes,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,messages_per_second
2025-10-21T22:45:09.117747+00:00,5.01,3,1,3,0,2.5855,2.6721,3.3076,3.3641,0.5989
2025-10-21T22:45:14.118340+00:00,10.01,3,3,11,0,2.8177,3.1402,3.4551,3.479,1.0989
2025-10-21T22:45:19.119430+00:00,15.01,3,3,18,0,2.627,2.6805,3.4343,3.4749,1.1991
2025-10-21T22:45:24.117223+00:00,20.01,3,3,26,0,2.7559,2.6903,3.582,4.0908,1.2994
