config,nodos,exitos,fallidos,mensajes,perdida_pct,duracion_s,lat_prom_ms,lat_min_ms,lat_max_ms,throughput_msg_s,bandwidth_mbps,valida
p2-n200-20251205-192425-n200,200,7200.0,0.0,7200.0,0.0,180.026789,20.109283333333334,17.1511,23.26,39.98511666666667,0.050271666666666666,True
