config,nodos,exitos,fallidos,mensajes,perdida_pct,duracion_s,lat_prom_ms,lat_min_ms,lat_max_ms,throughput_msg_s,bandwidth_mbps,valida
p4-m-20251205-200900-n200,200,7200.0,0.0,7200.0,0.0,180.029555,27.916416666666667,22.7503,41.4646,39.98296666666667,0.136964,True
