config,nodos,exitos,fallidos,mensajes,perdida_pct,duracion_s,lat_prom_ms,lat_min_ms,lat_max_ms,throughput_msg_s,bandwidth_mbps,valida
p4-s-20251205-200206-n200,200,7200.0,0.0,7200.0,0.0,180.02741,22.43456666666667,20.6071,23.9463,39.9842,0.050270166666666664,True
