config,nodos,exitos,fallidos,mensajes,perdida_pct,duracion_s,lat_prom_ms,lat_min_ms,lat_max_ms,throughput_msg_s,bandwidth_mbps,valida
p6-20251205-203826-n400,400,143417.0,0.0,143417.0,0.0,1800.032361,20.534359649122806,19.2708,22.2586,79.85454210526316,0.1009249298245614,True
p6-20251205-203826-n200,200,71817.0,0.0,71817.0,0.0,1800.033739,17.391826315789473,15.6705,21.4434,39.98119649122807,0.050528947368421055,True
