config,nodos,exitos,fallidos,mensajes,perdida_pct,duracion_s,lat_prom_ms,lat_min_ms,lat_max_ms,throughput_msg_s,bandwidth_mbps,valida
p5-sa-20251205-202101-n200,200,9600.0,0.0,9600.0,0.0,240.035529,24.4809875,22.1188,27.8442,39.982575000000004,0.050296875,True
