config,nodos,exitos,fallidos,mensajes,perdida_pct,duracion_s,lat_prom_ms,lat_min_ms,lat_max_ms,throughput_msg_s,bandwidth_mbps,valida
p2-n50-20251205-191216-n50,50,1800.0,0.0,1800.0,0.0,180.031456,14.678583333333332,13.0175,15.6862,9.995566666666667,0.012570833333333333,True
